video_id,part_id,category,keywords,part_url,time,text
1000,100010,,"['north', 'invitation', 'day', 'sister', 'side']",jaT9p-_GbhQ,"['00:16:33,850', '00:17:29,769']","i think washington has released details because it is trying to counter the criticism that mike pence came here and didn't reach out to the north koreans, that this was a wasted opportunity and he could have spoken to them. if the white house version of events is correct, it means he was sitting there in the main stadium at the opening ceremony in front of the north korean leader's sister, within handshakes distance and didn't even say something like see you tomorrow. at that point he still thought the meeting was on. it turns out the next day they were going to meet at the blue house, a delegation from the north korean side and the us side, but at the dying moments, within hours before the meeting was supposed to take place, the north koreans pulled out. this is on the same day that the invitation came from kim jong-un via his sisterfor invitation came from kim jong-un via his sister for south korea's president to visit the north."
1000,100011,Games,"['slovakia', 'eu', 'north', 'place', 'president']",jaT9p-_GbhQ,"['00:17:29,769', '00:18:43,119']","there area president to visit the north. there are a lot of chess pieces being moved around the board at this stage. they are both reaching for the propaganda high ground. what this does show, i guess, that the attempt by south korea's president to pull both sides together, fabled. he apparently is the one who has been the intermediary, suggesting to mike pence that he meet with the north korean. he will be disappointed that that meeting didn't take place. i am sure there will be frustrating that that didn't ta ke will be frustrating that that didn't take place. very delicate. we will keep you up-to-date as we hear more. slovakia angered the eu when it joined poland, hungary and the czech republic in refusing to accept migrant quotas. these countries became known as the eu's trouble makers, but slovakia actually favours closer eu integration. in the last of her series from the east of the eu, jenny hill reports from slovakia. this country is going places."
1000,100012,People & Society,"['slovakia', 'brussels', 'odds', 'flag bearer', 'euros']",jaT9p-_GbhQ,"['00:18:43,119', '00:19:58,630']","slovakia's and eu success story, foreign investment, a soaring economy, the euros are pouring in. no wonder perhaps, when brussels speaks, rattus lover is all he is. now is a big version of what has happened with angela merkel, together with emmanuel macron, put on the table this reform. the communists are long gone, but it's socialist past still casts a shadow. translation: some things we did back then and it would be good if they continued. -- were good. education and the health system work, but we started to change everything to the western way. in this region, slovakia often stands alone, a flag bearerfor slovakia often stands alone, a flag bearer for brussels and that this was several reasons but perhaps the most striking is this. unlike its neighbours, poland, hungary, slovakia doesn't have a strong nationalist voice. rarely do slovaks feel that their country's interest and those of the eu's are at odds. u nless and those of the eu's are at odds."
1000,100013,Law & Government,"['means', 'new investors', 'migrants', 'prime ministers', 'translation']",jaT9p-_GbhQ,"['00:19:58,630', '00:21:06,428']","unless you are talking about migrant quotas. robert fico and his allies oppose them. translation: this union of prime ministers, he says, doesn't wa nt of prime ministers, he says, doesn't want was in communities created in their countries. but unlike poland, hungary and the czech republic, that is where the anti-eu rhetoric stops. in their logic, they are bringing slovakia to the heart of europe as it means economic benefits for the country and these are important for providing jobs, but also protecting people. unfortunately sometimes protecting means protecting migrants orforeigners. protecting means protecting migrants or foreigners. and forging a different future. new customers, it new investors. -- new investors. in the south, old injury -- industry left behind, car manufacturers, among them, france and germany pay slovakia's bills now. translation: living standards are not the same as those in other member states."
1000,100014,,"['anyone', 'eu', 'translation', 'life', 'french interior minister gerard collomb']",jaT9p-_GbhQ,"['00:21:06,429', '00:22:10,620']","in germany they earned four more times as we do. if we are talking about the european union, it should equal. life in the eu was supposed to look like this. handouts for slovakia's roma, the wealth doesn't flow this far. translation: if anyone told me ten yea rs far. translation: if anyone told me ten years ago that something like existed here in the 21st century, i wouldn't have believed them. people don't have drinking water, hot water or even running water. but here, on the margins of the eu, a country dreams of getting to its heart. jenny l, bbc news, practice lover. -- bratislava. here's our briefing on some of the key events happening later. we begin in paris where french interior minister gerard collomb unveils a controversial new bill on migrants and asylum seekers. it's believed he will push the uk to accept more refugees and unaccompanied minors. later in florida, students from marjory stoneman douglas will march in the state capital of"
1000,100015,Sports,"['place', 'bronze', 'pyongchang', 'team mate evgenia medvedeva', 'school last week']",jaT9p-_GbhQ,"['00:22:10,619', '00:23:16,380']","tallahassee in the first organised protest of their #neveragain movement. 17 people were left dead in a shooting at the school last week. and in london, the world's top musical talent celebrate the 2018 brit awards. dua lipa leads the pack with five nominations. let's get the latest on the winter olympics in pyongchang. italy's sofia goggia won italy's first gold with a win in the women's downhill. norway's ragnhild mowinckel took silver and the american - lindsey vonn - a former champion, was pushed into 3rd place for bronze. in the ladies figure skating, russia's15-year-old alina zagitova is the favourite. the european champion faces strong competition in the short programme from her team mate evgenia medvedeva and canada's gabrielle daleman. in curling, the final rounds for a place in the semi finals are underway. team gb women outplayed the reigning world and olympic champions canada, but their victory was only assured in the very final game."
1000,100016,Beauty & Fitness,"['fashion', 'queen', 'show', 'fashion week', 'front']",jaT9p-_GbhQ,"['00:23:16,380', '00:26:37,629']","the hosts korea are already through. the men from team gb face the usa. the queen has attended london fashion week for the first time in her 66 year reign. she sat in the front row of a show by an up-and-coming designer richard quinn, next to the woman often hailed as the queen of fashion, vogue magazine's anna wintour. virginia langeberg reports. it was the queen's first visit to london fashion week and, of course, her majesty made a show-stopping entrance, bringing the audience to their feet. after a few introductory words with the vip guests, it was time to settle in. those beside the monarch were conscious to follow royal protocol before taking their seats. then it was showtime. big and bold designs lit up the runway. no crowds on this catwalk, but at least some helmets to help hide any potential nerves. never before has london fashion week's famous power front row seen fashion royalty sit alongside the queen herself. her majesty, wearing a light blue tweed dress and jacket, next to vogue's editor-in-chief, dame anna wintour. the pair sharing a laugh and keeping a close, discerning eye on the show. ms wintour opted to keep her sunglasses on, but the queen's delight was captured in several snaps and quickly beamed around the world, causing the internet to heat up like never before. it was the last day of fashion week and they were watching the work of emerging designer richard quinn. he received the very first queen elizabeth ii award for british design. even he didn't believe the guest list when he saw it. it was really surreal. before the show, you saw the names on this blue cushion, and you're like, ""oh, it's not a prank, it's actually real!"" the queen's style was given a nod by the chief executive of the british fashion council, who described the 91-year-old monarch as a fashion icon. speaking after the runway show, the queen said her award for emerging designers will be her legacy to british fashion. virginia langeberg, bbc news. we asked you, what would you try to do to encourage young talent? we have got stephen lang caster, he said given a big say. i would encourage them, not put them down. a man in india says good moments like these do happen. the queen represents tradition and standard, fashion is a trending lifestyle. i will see you in a moment. thanks forjoining me. time we updated you on the weather prospects for the whole of the british isles over the next few days or so. fairly slow change, i would've thought, over the next few days, simply because we are developing an area of high pressure, which has rather strangled the life out of the old weather front, which provided quite a veil of cloud sometimes through eastern parts of the british isles through tuesday, but with the development of the high pressure close by to the british isles, that, as i say, has the effect of killing off that front."
1001,100017,Business & Industrial,"['briefing', 'business', 'workers', 'hefty tariffs', 'conversation']",ELwlzVK5Uu8,"['00:00:07,378', '00:01:23,520']","this is the briefing. i'm samantha simmonds. our top story: a blueprint for brexit — theresa may will deliver a long—awaited speech setting out her plans for a future relationship with the eu. the misery goes on — heavy snow and deadly blizzards continue to lash many parts of europe and will continue into the weekend. i'm karin giannone, live in the italian capital, rome, as the last days of campaigning ahead of sunday's election get underway. there are plenty of new faces and one very familiar old one in the ring. and coming up in the business briefing... raising the temperature. president trump says he'll slap hefty tariffs on foreign steel to protect us workers. but is he playing with fire? we'll be getting the views of steel workers in pennsylvania and the reaction on global markets. a warm welcome to the programme — briefing you on all you need to know in global news, business and sport. and you can be part of the conversation."
1001,100018,,"['theresa', 'hours', 'customs union', 'east', 'shrug']",ELwlzVK5Uu8,"['00:01:23,519', '00:02:29,460']","with transport chaos all over europe and people stuck in their cars for hours, we're asking if we've all been woefully underprepared for the beast from the east, even though we knew it was coming. tell us what you think — by using the hashtag in a few hours, the british prime minister, theresa may, will set out her vision for britain's trading relationship with the european union after brexit. she's expected to say she wants the ""deepest and broadest possible"" agreement, and acknowledge that some compromises will be necessary. but she's not expected to change her position on removing the uk from the customs union. bill hayton reports. a shrug of hands and whimsical glance, the body language of the european council president after meeting theresa may on thursday wasn't exactly enthusiastic. donald tusk told her he wasn't happy with the british government's red lines, the refusals to be part of the"
1001,100019,Law & Government,"['brexit', 'things', 'deal', 'customs union', 'bad deal']",ELwlzVK5Uu8,"['00:02:29,460', '00:03:40,859']","eu's single market and customs union. in her speech later on friday she will outline five tests that any agreement must pass. it must ensure that britain remains a tolerant, european democracy and it must strengthen the unity of the united kingdom. but some brexit supporters say mrs may needs to go further. we need to say, right, this is what we're after, we are reasonable people, we are prepared to compromise, but unless you're prepared to stop treating us like a hostage, treat us with some respect, then we will say that no deal is better than a bad deal and walk away. however, one veteran conservative politician, an opponent of brexit, says that there is far too much to sort out in such a short time. behind all the passion about brexit, there are an awful lot of things, important to our society, important to our jobs, investment and also our security. and the environment and other things have to be sorted out. the eu's brexit negotiator wants"
1001,100020,,"['speech', 'parts', 'storms', 'uk', 'party']",ELwlzVK5Uu8,"['00:03:40,860', '00:05:06,279']","to hear specific proposals from the uk but, with her own party still deeply divided, mrs may's speech is more likely to stick to general principles. we will have more analysis of the speech coming up on the programme a little later. heavy snowfall and deadly blizzards will continue to lash many parts of europe into the weekend, forcing airports to cancel or delay flights and rail services to stop trains around the continent. the deep freeze has seen the death toll climb to more than 50 and comes as some countries now brace for a new round of storms. virginia langeberg reports. the snow storms have seen dozens perishing in freezing conditions, many of them rough sleepers. in south—east london man in his 60s died after falling into frozen pond. it may now be officially spring but the wintry blizzards continued to bring highly unusual red weather alert warnings in parts of the uk. it was hit overnight by storm emma."
1001,100021,Law & Government,"['time', 'temperatures', 'thousands', 'rail cancellations', 'motorways']",ELwlzVK5Uu8,"['00:05:06,279', '00:06:16,759']","motorists were told to stay off the roads but that message came too late for thousands already stranded on motorways. here was one of the lucky ones. somehow this car and bus in edinburgh avoided being added to the road accident statistics. portugal and spain have been left battered by storm emma and are now bracing for new storms, expected to bring up to 75 millimetres of rain by the end of the weekend. rough seas are already forcing a offshore oil platform to run aground on the canary islands. pass operation been left frozen in time with temperatures plunging 2-23dc in time with temperatures plunging 2—23dc in eastern parts of the country. —— parts of croatia have been left frozen. what is a spectacle for some is an inconvenience for many others. heavy snowfall has left thousands stranded across europe from flight and rail cancellations. this is dublin airport, where flights have been cancelled until saturday at the earliest."
1001,100022,Travel,"['cold', 'wintry', 'baltic seals', 'poland', 'frozen whiskers']",ELwlzVK5Uu8,"['00:06:16,759', '00:07:24,069']","we're going to have to stay here until saturday. we're stuck here for two days. i love ireland. but i'm trying to get out of here. when traditional modes of transport fail, there will always be those that improvise. in scotland people in edinburgh had opted for skis to get around on foot whilst in aldershot, home of the british army, still soldiers incorporated a high octane snowball fight as part of their physical training session. and you will hardly hear complaints for children with schools closed because of the conditions meaning that london parks provided the perfect wintry playground. perhaps the only ones enjoying the wintry cold more, these baltic seals, in poland, a p pa re ntly these baltic seals, in poland, apparently unfazed by their frozen whiskers. and we might as well settle in and try to cope, because the cold is sticking around a while longer with weather warnings remaining in place for the uk until just after midnight on monday. let's"
1001,100023,News,"['president', 'french media', 'steep new tariffs', 'message', 'police']",ELwlzVK5Uu8,"['00:07:24,069', '00:08:26,310']","brief you on some of the other stories making the news. the catalan separatist leader, carles puigdemont, says he's ending his bid to be re—elected president of the spanish region. but he says the move is only temporary, to try to break the stalemate with the spanish authorities. he's been living in self—imposed exile in belgium since last year's independence referendum. he faces arrest if he returns. police in northern france are reopening files on unsolved rape cases — after a man admitted carrying out around a0 sex attacks dating back to the 1990s. french media have named the suspect as dino scala — a 57 year—old grandfather and caretaker who was president of his village football club. now to our top business story. on his way to the presidency, the plight of america's steelworkers was a core theme in donald trump's message of america first. now he's delivered on that promise to protect an industry in decline — announcing steep new tariffs on"
1001,100024,Business & Industrial,"['announcement', 'everybody', 'party', 'trade war', 'surprise']",ELwlzVK5Uu8,"['00:08:26,310', '00:09:14,699']","steel and aluminium imports next week. the international response was immediate. canada described the tariffs as completely unacceptable. both the european union and china threatened to retaliate — fuelling fears of a global trade war. joel kibazo is a partner at jk associates and a former director of communications at africa development bank. welcome, good morning. this announcement seems to have caught everybody by surprise. announcement seems to have caught everybody by surpriselj announcement seems to have caught everybody by surprise. i think it did. in some ways we should have expected something like this because president trump did sort of make these points during his campaign to become president. but when you wander was a feeling that some of that was campaign rhetoric and so would not cause the much of a trade war plus his party, the republicans, are the party of free—trade zone there was an expectation that it would"
1001,100025,,"['trade', 'prayer ——', 'business community', 'china', 'united states']",ELwlzVK5Uu8,"['00:09:14,700', '00:10:18,028']","go ahead in a very mild form. the way it has happened a stake by surprise. usually there are leaks and signals before something like this happens which helps market sort of study. because it has just come out of the blue, and we have seen the department of trade, and the business community in the us was not prayer “— business community in the us was not prayer —— was not prepared for this, so prayer —— was not prepared for this, so hence the falls we have seen on wall street and in asian markets. he's talking about 25% tariff on steel imports and 10% on aluminium. there has been an angry reaction from around the world. much of this is aimed at china. president trump believes that the trade with china is unfair, but that's only 2% and actually the societies that will be at our places like south korea, one of the main exporters to the united states, the third biggest after canada and brazil the united states. above all that there is also the fa ct above all"
1001,100026,News,"['party', 'silvio berlusconi', 'one', 'office', 'prime minister']",ELwlzVK5Uu8,"['00:10:18,028', '00:13:38,949']","that there is also the fact that it will make things more expensive for consumers. that is why wall street this falling and markets are reacting. and joel will be back in about half an hour to review the main stories being covered by the global media. stay with us for that. italians will head to the polls this sunday to elect a new president. the race is between three main parties. there's the centre—right forza italia, headed by a familiar face — former prime minister silvio berlusconi. then there's the five star movement, started star movement, started by comedian bepe grillo in 2009 and now one of europe's biggest populist movements. finally the ruling democratic party led by former prime minister matteo renzi. well let's cross live to rome. my colleague karin giannone is there for us. good morning to you, karen. good morning, samantha. italy has been in the grip of final —— severe winter weather for the final days of this election campaign. there has been a lot of noise from the extremes of politics and as you mentioned there, re—entering the political stage and reinventing himself as an elder statesman is a very familiar figure of 81—year—old silvio berlusconi, but he is barred from actually holding office so he is maintaining the campaign from the sidelines, if you like, but very much centre stage as well. he can't actually be prime minister because of a tax fraud conviction in 2013. let's discuss this more, with me is the chair of constitutional law at a university here in rome. 0n the issue of silvio berlusconi, what exactly can you do? he was convicted and since there is a law that provides as a consequence that he is banned from public office, he has filed an appeal to the european court of human rights, but the final decision is not due before fall, so at this moment that rules him out of the possibility to hold any office but as you know, he'sa very hold any office but as you know, he's a very charismatic leader, so, asa he's a very charismatic leader, so, as a political leader from his party, as the opinion polls show, he is very able to mobilise the actors and his party is gaining, and there isa and his party is gaining, and there is a slight possibility that the right—wing coalition wins an outright majority on the day of the election. there is an interesting factor this time around that the electoral system is actually a new one. it is a very complicated. no one. it is a very complicated. no one is sure how it is going to work. it is complicated because it is a mixture of systems. two thirds of it is proportional in mechanism and the third part is first past the post. since the italian system, as everybody knows, is a very fragmented system, it is very unlikely that some party or some coalition gets a majority so, if silvio berlusconi is"
1001,100027,,"['dissolution', 'tables', 'life', 'many countries', 'matter']",ELwlzVK5Uu8,"['00:13:38,950', '00:14:58,009']","such a success, it is possible, but not very likely. then what happens, it is going to be interesting to see. but what i would rule out is that the president goes for another dissolution. there is no tradition of double dissolution, one following the other. the possibility is that we restored the negotiation as it has happened in many countries in europe. we have to leave it there. we could be seeing a period of more uncertainty for many weeks to come. giovanni, thank you. with that, it is back to you in london. stay with us on the briefing. also on the programme... pick up a penguin — we'll tell you about the thriving colony of birds enjoying life off the antarctic peninsula. first the place slid gently off the restaurant tables, then suddenly the people, the tables on the chairs crashed sideways and downwards and it was just a matter of seconds until the very lurched onto our side. a hydrogen bomb on a remote pacific"
1001,100028,Sensitive Subjects,"['bang', 'rights', 'many parts', 'right', 'flights']",ELwlzVK5Uu8,"['00:14:58,009', '00:16:09,389']","atoll. the americans have successfully tested a weapon which dwarfs the force of the bomb dropped on hiroshima. i had heard the news earlier and my heart went bang and bang. the constitutional rights of these marshals are the rights of the citizens of the us, and they should be protected so they do not get their heads broken and sent to hospital. this religious controversy, i know you don't want to say much about it, but will it boil up when you get to the state? it worries me, but i think i'm going to be all right you're watching the briefing. 0ur headlines: heavy snowfall and deadly blizzards will continue to lash many parts of europe into the weekend, forcing airports to cancel or delay flights and rail services to stop trains around the continent. our top story — in a few hours, britain's prime minister will set out her vision for britain's trading relationship with the european union after brexit. let's stay with that now."
1001,100029,Law & Government,"['eu', 'step', 'treaty', 'uk', 'wednesday']",ELwlzVK5Uu8,"['00:16:09,389', '00:17:02,929']","with me is dr elaine fahey, reader in european law at city university here in london. good morning. thank you for coming in. this is being billed as a real step forward and from what we have seen step forward and from what we have seen about what the prime minister was going to say, do you think it is? is difficult to have a step forward after the obligation of the eu draft treaty on wednesday. my understanding is that this is sound bites and the eu needs to see the detail of what the uk in visages going forward. one year before we have to leave, and we are still talking about what we want never mind actually deciding what we want. theresa may is struggling to unite her own party and satisfy the demands of the eu at the same time. it is almost impossible balancing act that she is juggling but the uk signed up in december two seconds set up as a pulse of the treaty published on wednesday is not"
1001,100030,,"['eu', 'uk', 'intra nsigent orders', 'technology', 'northern ireland']",ELwlzVK5Uu8,"['00:17:02,929', '00:18:09,370']","necessarily so different. it is difficult to see how this division in the face of uk agreement, as of december. what do you think we will hear about northern ireland, which isa hear about northern ireland, which is a sticking point, as we heard in the withdrawal agreement published on wednesday? the eu envisages something that the british prime minister says will not allow to happen. how are they going to come together on this? the treaty is saying, this is an entity for the purposes of law, and the uk is signed up to the integrity of the single market and to have alignment and a frictionless border, and there was concern in the eu that there are still not a viable technology from the uk about the technology, and it is difficult to see how this is going to move forward without some very specific proposals in this speech today. they think the eu is becoming increasingly intra nsigent orders arejust seen becoming increasingly intra nsigent orders are just"
1001,100031,News,"['eu', 'uk', 'time', 'way', 'eu ina']",ELwlzVK5Uu8,"['00:18:09,369', '00:19:04,230']","seen that way from their tough language and you think they would be prepared to see deal? the fact the remains that there is no precedent for what the uk wants, and the eu has a variety of partnerships out there, although these are not something that the uk was to sign up to so that puts the eu ina was to sign up to so that puts the eu in a difficult position as they are to satisfy the uk's needs in the absence of detail. good to get your thoughts. we'll focus on a speech in a couple of hours' time. here's our briefing on some of the key events happening later. we begin in new york for the opening of the ""david bowie is"" exhibition. then later president donald trump's former campaign manager paul manafort will appear in a us court to be arraigned on a second indictment filed against him.the new 32—count indictment alleges he committed bank fraud and filed false tax returns. and later on"
