video_id,index,no_list,time,categories,part
1003,10,"[85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]","['00:09:28,350', '00:10:52,190']",Sensitive Subjects,"there is no disagreement that the vast majority of our school staff do not want to carry a firearm. that's fine. there's nothing wrong with them and no-one should ever be forced but if we have people who are going to the scene on a - to die on the event, how about we get them training so that they live through this event? how about they end the killing before one more kid gets shot? i don't understand how that is controversial, giving them the tools to do that. but what are the practicalities of this? unless you put an armedteacbet classroom or at every single entrance, you willjust have teachers walking around with guns. we have that in hundreds of schools and it works just fine. there is no problem and they have not been killing at those schools. so you're saying that the reason this school in florida was attacked was because - are you saying that it was not well defended? no, i don't know why it was attacked. but what we do know, when we study active killer events, almost every one in this country happens in the few places where the victims are not allowed to shoot back. there is an absolute trend there. gun control is a failure. when you look at the results, that it ends up in more dead people, of a well-meaning policy. but the bottom line is results matter, and the results of gun control are failure and dead kids. it's enough. let's take a look at some of the other stories making the news."
1003,11,"[101, 102, 103, 104, 105, 106, 107, 108]","['00:10:52,190', '00:11:37,549']",,"the united states is to extend its stop-and-search operations on ships suspected of violating sanctions against north korea. it's the latest us effort to stop pyongyang's nuclear programme. 18 people have died in two bomb blasts in the somali capital mogadishu. a suicide bomber blew up a car near the presidential palace and a second blast was close to the national intelligence agency. both were followed by heavy gunfire. the president of the european council has described as ""pure illusion"" any attempt by britain to pick and choose the terms of its future relationship with europe. speaking at a summit of eu leaders which was not attended by britain, donald tusk said he hoped to get more clarity on exactly what"
1003,12,"[109, 110, 111, 112, 113, 114, 115, 116]","['00:11:37,549', '00:12:25,399']",Law & Government,"britain's proposals were when he meets theresa may next week. from brussels, damian grammaticas reports. france, germany, italy - europe's leaders all in brussels today, all waiting to hear what the uk wants from its future ties. but if theresa may's plan is to seek special access to the single market for parts of the uk economy, it was immediately rebuffed. it's not an a la carte. it's not possible to be aligned with the european union when it suits and not what it doesn't. that's not possible. the eu doesn't yet know what was decided by mrs may and her ministers at chequers yesterday but eu leaders have said before, and they said again today, she can't pick and choose only the bits of the single market"
1003,13,"[117, 118, 119, 120, 121, 122, 123, 124, 125]","['00:12:25,399', '00:13:26,539']",,"she likes. i'm glad that the uk government seems to be moving towards a more detailed position. however, if the media reports are correct, i am afraid that the uk position today is based on pure illusion. it looks like the cake philosophy is still alive. but the uk's exit poses problems for the eu, too. today, its leaders were tackling perhaps the thorniest issue of all - the eu's looming budget problem. when uk payments to the eu cease, the eu will face a shortfall of more than ten billion euros a year - that's at least 10% of its annual spending. there is a hole in the budget, so is your country prepared well, you know, if you listen to politicians, there's a hole in the budget, but finally, things are financed. so if we"
1003,14,"[126, 127, 128, 129, 130, 131, 132, 133, 134]","['00:13:26,539', '00:14:25,429']",Finance,"want to finance more, we have to pay more. it's very simple. is your country prepared to pay more after brexit? no. if i should keep my answer short, i would say no. so hints at divisions between eu countries, and that mightjust give the uk some leverage in the negotiations to come. damian grammaticas, bbc news, brussels. stay with us on bbc news. still to come: made in north korea - a graphic design exhibition opens in london which offers outsiders a window into the secretive state. prince charles has chosen his bride. the prince proposed to lady diana spencer three weeks ago. she accepted, she says, without hesitation. as revolutions go, this had its fair share of bullets. a climax in the night outside the gates of mr marcos's sanctuary,"
1003,15,"[135, 136, 137, 138, 139, 140, 141, 142, 143]","['00:14:25,429', '00:15:17,448']",,"malacanang, the name itself symbolising one of the cruellest regimes of modern asia. the world's first clone has been produced of an adult mammal. scientists in scotland have produced a sheep called dolly using a cell from another sheep. citizens are trying to come to grips with their new freedom. though there is joy and relief today, the scars are everywhere. not for 20 years have locusts been seen in such numbers in this part of africa. some of the swarms have been ten miles long. this is the last time the public will see this pope, very soon for the sake of the credibility and authority of the next pope, benedict xvi will, in his own words, be hidden from the world for the rest of his life. this is bbc news. the latest"
1003,16,"[144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169]","['00:15:17,448', '00:18:14,869']",Sensitive Subjects,"headlines... as syrian airstrikes continue to bombard eastern ghouta, on a humanitarian ceasefire. a former senior adviser to president trump has pleaded guilty to conspiracy and lying to fbi investigators, who are examining russian influence in the 2016 presidential election. let's get more on our top story - the ongoing crisis in syria - and the un's decision to postpone a vote on a potential ceasefire. earlier i spoke with lina sergie attar, a syria-american writerfrom aleppo, and ceo and co-founder of karam foundation - aid to syrians. she gave us her view on the political and humanitarian situation well, first of all, thank you for having me on this very tragic week for syria, when we have seen the war escalate even further, the syrian ground war. it has become the norm for these kinds of situations where the regime and russia are bombarding areas like eastern ghouta, like we saw last year in aleppo. and when it comes down to the security council bringing in a resolution that will stop the violence across the country for 30 days to give civilians the relief they need. russia delays the vote and will probably veto it. i thought that was the whole point of diplomats here, supposed to be able to bridge the gaps where they exist? well, when it comes to syria, what we have seen over the past seven years, so many resolutions that were aimed towards protection of civilians against used starvation as a weapon of war, and all of the war crimes that are being used against the syrian people over almost seven years, with hundreds of thousands of people dead, millions of refugees, millions of displaced, over 5 million people in need of humanitarian assistance inside the country and still, these resolutions get vetoed by russia. so, it would seem that this, if it can be gotten through, would be just a sticking plaster? true, but it would be also saving lives, as many lives as we can save, at least opening up humanitarian corridors to reach the people of eastern ghouta, of attacks and violence by the regime humanitarian agencies need to reach the people of eastern ghouta. over 400,000 people are living in this siege and people must be able to reach"
1003,17,"[170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194]","['00:18:14,869', '00:21:28,180']",,"them and to help them, and to be able tee helprasmany able to survive. how can people - how can the people of eastern ghouta be assisted at this point in time? 515155â€œ 3; gig; a complete stop to the airstrikes on eastern ghouta. there has to be a cessation of the hostilities first and then 7 ""7? 77 777 7775 corridors for the humanitarian agencies to be able to enter eastern ghouta, and reach the children and the elderly who are suffering from extreme malnutrition. when america announced last september that its embassy in havana would no longer be issuing visas, it marked a serious cooling of relations with cuba. it also meant cubans would have to travel to the embassy in colombia making it much harderfor people to visit family in the us. andrew plant reports. a hotel room in colombia. this man is already a long way from home. he has come from cuba, bags packed with paperwork to try to get a visa to enter the usa and visit the family he hasn't seen for almost six years. translation: i'm really looking forward to this life-changing moment. all the effort will be worth it. to be with my family - that's my one and only wish. but now they must travel 2,000 kilometres to bogota in colombia. last year, president trump announced the us was suspending visa processing in havana, partially reversing processes put in place by barack obama. the number of immigrant visas issued to cubans has since crashed. the extra travel costs simply too much for many. pedro; a pastrrsatesmant- getting the paperwork he needs. translation: today i have got what i most desired, to reunite with my family and share time with them in the united states, to see my children and grandchildren, all my family. now united after so many years with his daughter, overcoming the extra difficulties that are now stopping so many cubans from stepping foot on american soil. barbara alston - lead singer of the ‘60s us girl-group - the crystals - has died at the age of 7a. and there's no other like my baby. she died a week ago in north carolina after contracting flu - but the news has only now emerged. tributes are also being paid to eddy amoo of the band"
1003,18,"[195, 196, 197, 198, 199, 200, 201, 202, 203]","['00:21:28,180', '00:22:35,420']",Arts & Entertainment,"the real thing - who has also died aged 7a. famous for hits like you to me are everything in the ‘70s, the band were considered pioneers in the uk music industry after becoming the first all-black band to reach number one. as we've been hearing - the united states has unveiled it highlights once again the tense relationship between pyongyang about the regime - and its people. but a new exhibition opening in london is aiming to change that - as the bbc’s tim allman explains. when you think of north korea, these are the sort of images that probably come to mind. military parades, precision marching, a closed off isolated country, and a mystery to the rest of the world. that is why this exhibition is such an eye-opener. it is trying to provide"
1003,19,"[204, 205, 206, 207, 208, 209, 210, 211, 212]","['00:22:35,420', '00:23:21,460']",People & Society,"some insight into what life is really like for north koreans. we do not understand north korea, it is a very complicated country. we understand elements of it but we tend to have a very black-and-white viewpoint, so i think this is one of these elements that if we start to understand it, it will improve our knowledge gap. there are propaganda posters, packaging for sweets and soft drinks, even packets of north korean sugar. it is not all inward looking, there are a collection of stamps featuring princess dianajlade. william. i would be very worried if people saw them and then decided to defect to north korea, but i think it is going to be more likely that people will understand more and want to understand more. because"
