video_id,index,no_list,time,categories,part
1002,20,"[179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195]","['00:17:46,599', '00:19:20,720']",News,"of coalition or perhaps a minority government, but the most likely scenario would be another election with no guarantee of a more decisive result. and for angela merkel and the country she leads, there is a lot riding on this vote. tim allman, bbc news. another country that may soon have to confront weeks of coalition talks is italy. the polls open there in just under an hour's time as people vote for a new government. immigration and high youth unemployment have been the dominant issues of the campaign. polls suggest the former prime minister silvio berlusconi's centre-right alliance could emerge as the largest bloc in a hung parliament. julia ebner is a research fellow at the london based institute for strategic dialogue, who's been monitoring far-right activity in the run-up to the election. we have seen italian extreme right groups mobilising across the country but also joining up and collaborating with international far right groups to influence the election outcome in favour of far right parties, particular lega nord. they have especially mobilised in the online space, the online discourse, co-ordinating their activity in private messaging groups to then push it out into the mainstream. that is something we have seen in previous elections, especially folly the german election campaigns that will let wi-fi the german election campaigns that will let wi-fi right extremist in germany and i have a tremendous"
1002,21,"[196, 197, 198, 199, 200]","['00:19:20,720', '00:19:45,339']",People & Society,impact on setting the agenda for the online discourse but then also influencing some of the political topics that were actually pick up both by the media but also then in the debates between politicians to thatis the debates between politicians to that is something where we see them increasingly being able to shape the discourse in the run-up to elections and actually start getting into the top trends on social media by tricking the example the
1002,22,"[201, 202, 203, 204, 205, 206]","['00:19:45,339', '00:20:17,089']",Science,"algorithms. some breaking news to bring you now. south korea is sending a high-level delegation to visit north korea on monday for talks that are widely expected to focus on resuming dialogue between the communist state and the united states. according to state media, the south korean president moon jae-in has named his top security adviser and the chief of the country's spy agency as his special envoys to pyongyang. the delegation is then expected to travel"
1002,23,"[207, 208, 209, 210, 211]","['00:20:17,089', '00:20:54,778']",People & Society,"to the united states. in guatemala, various local initiatives are under way to reduce plastic pollution in the country. a study has reported that guatemalans use one billion plastic bags per month. virginia langeberg has the story. francisco is doing what he can to try to turn around guatemala's plastic pollution problem. using mayan fabric to make reusable cotton bags and weave a new way forward for local communities. it's lengthy work,"
1002,24,"[212, 213, 214, 215, 216, 217, 218, 219, 220, 221]","['00:20:54,778', '00:22:10,100']",,"all done by hand. but for francisco, and for the bigger picture, the payoff is worth it. translation: when we work the land, we find plastic bags covering the seeds, and the seeds do not grow. it's a disaster. it is difficult to quantify the scale of the problem but one local university study reported that guatemalans were using i billion plastic bags monthly. translation: we are being very moderate with our number, but we know it's a problem that affects us all. it's the equivalent of filling our local lake five times over with the number of plastic bags used each month. some guatemalan communities have now ended the use of plastic bags. and in the markets, the conscious changes can be seen, with locals using banana leaves to wrap food, and others replacing plastic cups with cardboard. each change helping to tailor a new future with less pollution. a night"
1002,25,"[222, 223, 224, 225, 226, 227, 228, 229, 230, 231]","['00:22:10,099', '00:23:03,269']",People & Society,"of rainbow flags, sequins and flamboyant displays has helped celebrate a milestone year for sydney's gay and lesbian mardi gras. hundreds of thousands of people turned out for the massive street party, which this year marked a0 years since activists first marched in the city for lgbt rights. it's also australia's first parade since legalising same sex marriage by public survey in december. the as warmup to its famous gay and lesbian mardi gras parade. the 40th anniversary of the original march and the first since australia said yes to same-sex marriage. and the first since australia said yes to same-sex marriagelj and the first since australia said yes to same-sex marriage. i feel like this is a really important platform for me to show myself as a middle eastern australian in address and show a different side of us. people that don't have my phone"
1002,26,"[232, 233, 234, 235, 236]","['00:23:03,269', '00:23:33,168']",,"number. it means being loved and acce pt number. it means being loved and accept that and, you know, being acknowledged. 40 years, it is a big thing, a milestone. writing up front, the self-styled bikes on bikes kicked off a night of colour, music, costumes and glitter. there isa music, costumes and glitter. there is a party going on right here. over 200 floats paraded down sydney polls oxford street from drag queens the giant bottles of champagne"
1002,27,"[237, 238, 239, 240, 241]","['00:23:33,169', '00:24:04,028']",People & Society,"and lgbt icon cher. but for many, the most significant float is that of the 78ers, dedicated to the original activist who marched 40 years ago in syd ney activist who marched 40 years ago in sydney and were met with police violence. it is wonderful, exhilarating to have such a wonderful audience to look at us and cheer us and all that. we didn't have any of that 40 years ago. very proud pride march still glowing"
1002,28,"[242, 243, 244, 245, 246]","['00:24:04,028', '00:24:38,349']",Arts & Entertainment,"from the yes vote. here in the uk, pubs will be allowed to stay open late to celebrate the wedding of prince harry and the american actress meghan markle. the big day is getting closer and now pubs will be able to stay open longer. cheers! on the friday night before the royal wedding and a saturday night at golf licensing hours of being extended till one against the people have more time to raise a glass to the happy couple. it isa raise"
1002,29,"[247, 248, 249, 250, 251]","['00:24:38,349', '00:25:06,750']",People & Society,"a glass to the happy couple. it is a great idea, and let people celebrate and bring people together. to connect people to the royal family we need to be able to celebrate as well. very much in favour! it is being all pubs need. this has happened before, including for the wedding of the duke and duchess of cambridge and the queen's 90th birthday. it is the home secretary who can briefly loosened licensing laws for special occasions. of course the"
1002,30,"[252, 253, 254, 255, 256]","['00:25:06,750', '00:25:31,970']",Hobbies & Leisure,"royal wedding coincides with this year's fa cup final on the 19th of may but the government says there have been no reports of increased disorder when proper rules have previously been relaxed in this way. it is all about community, it is about coming together and celebrating, whether it is football are wedding and i think actually it will be a great day the people and pubs. on friday prince harry and meghan markle announced over 1000 members"
1002,31,"[257, 258, 259, 260, 261]","['00:25:31,970', '00:26:05,519']",,"of the public will be invited to the grounds of windsor castle to join be invited to the grounds of windsor castle tojoin in be invited to the grounds of windsor castle to join in the celebrations and he wedding bells chime. drinkers will hear a familiar peel through. bell rings. just a little later than normal. jessica parker, bbc news. if you would like any more on both stories, go to our website. goodbye. hello, thanks forjoining me."
1002,32,"[262, 263, 264, 265, 266]","['00:26:05,519', '00:26:32,839']",News,"our latest look at how the weather will pan out in the british isles for the next few days or so. the good news is the forthcoming week looks as though it will be nowhere near as brutal as the weather we have just experienced. having said that, it will tend to stay really rather unsettled. nothing unusual for the time of year. the area of low pressure driving the weather at the moment is in fact going to be with us for the rest of the weekend"
1002,33,"[267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281]","['00:26:32,839', '00:27:56,558']",,"and on into the start of the forthcoming week. at least while that area of low pressure is around we are looking towards the atlantic, rather than towards the continent, scandinavia and siberia, where all of that cold weather came from that has affected so many so very badly in recent days. and the first signs of something a little milder is already there to be had across parts of the far south. not that much further north though. many more of you are having to contend with scenes very much more like that. there will be a rather wintry flavour to the start of the day across the northern half of the british isles. temperatures in the major towns and cities will be below zero. as a consequence, there will be a widespread problem of untreated surfaces with ice. that does notjust extended in northern half of the british isles, some spots further south are covered by met office warnings. having said that, much of what falls from the skies during sunday will be watery rather than wintry. there will be plenty of it as well, eventually across east anglia and south-east. the north, the high ground, further wintry showers across northern and eastern parts of scotland. increasingly, just beginning to move away from sea level. no great problems with the fixture there. manchester city taking on chelsea at the top"
