video_id,index,no_list,time,categories,part
1000,11,"[92, 93, 94, 95, 96, 97, 98, 99]","['00:07:28,038', '00:08:00,149']","[['/Business & Industrial/Energy & Utilities', 0.6600000262260437]]","if you have it did not even asked the country ‘s downstream before it started building. that is the scale of this country's ambition. the reservoir at rates will be bigger than greater london. hydroelectric dams do not consume water, but if it is still too quickly, the flow of the nile, 85% of which comes from here, will be reduced. ethiopian’s obsessed with electrification. 70% of people here do not have power. it is betting on economic growth and"
1000,12,"[100, 101, 102, 103, 104, 105, 106]","['00:08:00,149', '00:08:32,889']",[],"industrial revolution, often at the cost of human rights and freedom of speech, to destroy its image of drought and speech, to destroy its image of droughtand famine. speech, to destroy its image of drought and famine. it is an important project for ethiopia. it is not about control and the flow, it is really about an opportunity for us to develop ourselves. the powerlines are ready and waiting to ta ke powerlines are ready and waiting to take cheap sustainable energy."
1000,13,"[107, 108, 109, 110, 111, 112, 113, 114, 115, 116]","['00:08:32,889', '00:09:23,449']",[],"at the great confluence of the blue-and-white nile in khartoum, there are huge agricultural projects under way. much of this cattle feed is destined for the goal. the new dam would stop flooding and regulate the river's flow. it is the best thing that has happened for a long time. regular water levels is a great blessing. sudan has had a decades long deal with egypt. but now it is in a conflict over how much water it can use. regional rivalries here go back to the pyramids."
1000,14,"[117, 118, 119, 120, 121, 122, 123, 124, 125]","['00:09:23,448', '00:09:56,068']",[],"egypt was once ruled from here thousands of years ago. hours on the nile rise and fall. luxor’s temples represent thousands of years of egypt's powers set in temples represent thousands of years of egypt’s powers set in stone, temples represent thousands of years of egypt's powers set in stone, a proud symbol of the nation's identity. this man has been a fisherman on the nile for years. he is concerned. translation: they said the water will not be affected, but only god knows what will happen."
1000,15,"[126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137]","['00:09:56,068', '00:10:36,159']","[['/Business & Industrial', 0.5799999833106995]]","if they jammed the river, there will be wars and fighting. but it is not a fee to be taken and fighting. but it is not a fee to be ta ken lightly. and fighting. but it is not a fee to be taken lightly. egypt relies on the nile for most of its water. -- it is not a feud to be taken lightly. ethiopia's dam makes them angry. what does it mean? lost 200,000 acres of land. one acre at least makes one family survive. an average family size in egypt is about five persons. thei million would be jobless."
1000,16,"[138, 139, 140, 141, 142, 143, 144, 145]","['00:10:36,159', '00:11:07,459']",[],"the impact of the dam has not been properly assessed. in the battle between the power of egypt and the emerging ambitions of ethiopia. wars over water can be avoided with strong leadership and diplomacy. but now it is down to ethiopia, sudan, and egypt, to navigate tensions on the world's long as river. -- longest. let's brief you on some of the other stories making the news. american officials say the north korean leader's sister was due to meet the us vice-president"
1000,17,"[146, 147, 148, 149, 150]","['00:11:07,458', '00:11:34,100']","[['/News', 0.550000011920929]]","for secret talks during the winter olympics, but pulled out, less than two hours beforehand. mike pence was apparently due to meet a delegation from pyongyang but his officials claim it was called off after he condemned human rights abuses in the north. we'll be speaking to our correspondent in seoul later in the programme. a lawyer from new york, who's the son-in-law of one of russia's richest men, has admitted"
1000,18,"[151, 152, 153, 154, 155, 156, 157, 158]","['00:11:34,100', '00:12:10,789']","[['/Law & Government/Public Safety/Law Enforcement', 0.6000000238418579]]","lying to fbi agents investigating russian attempts to interfere in the 2016 us presidential election. alex van der zwaan pleaded guilty to misleading the fbi about his contacts with a former trump campaign aide. he'll be sentenced in april. now here in the uk, hardline brexiteers, led by conservative mp jacob rees-mogg, are threatening to withdraw there support for theresa may's brexit plans if they think they'll keep britain too closely aligned to the eu. with me is henry bonsu"
1000,19,"[159, 160, 161, 162, 163, 164, 165, 166, 167, 168]","['00:12:10,789', '00:13:02,149']","[['/Arts & Entertainment', 0.7300000190734863]]","who's a broadcaster and international conference host. good to see you. nash is under renewed pressure. absolutely. the title suggests a link, but it is anything but. there will be discussing exactly the nature of the deal that the government is trying to deal with the european union. and whether or not they will be to change the alignment. and the brexiteers, who number of 60, about a fifth of the tory party, they want any limitation period to be based on wto principles."
1000,20,"[169, 170, 171, 172, 173, 174, 175]","['00:13:02,149', '00:13:38,068']","[['/Law & Government/Government', 0.9900000095367432]]","that suggest they wa nt wto principles. that suggest they want a hard brexit and everything that goes with it. in the meantime, it is critical to her that she gets cabinet on board. borisjohnson is a key player, foreign secretary. david davis has been talking to business leaders in various other places, and theresa may, they are trained to get their message out there. the one yesterday by david davis indiana presented a picture of a britain that was in lockstep"
1000,21,"[176, 177, 178, 179, 180, 181, 182, 183, 184]","['00:13:38,068', '00:14:18,769']","[['/Arts & Entertainment', 0.5199999809265137]]","with the european union, not sliding towards a dystopian mad max style future, he was trained to reassure people that we we re was trained to reassure people that we were not going to take cliff edge, but this letter is in stark contracts that. henry will be back. his cadaver coffee and he has other stories get his head around. we will talk you through those. -- he is going for a coffee. and we look forward to the competition in zhenjiang -- pyeongchang."
1000,22,"[185, 186, 187, 188, 189, 190, 191, 192, 193]","['00:14:18,769', '00:14:57,719']","[['/Sensitive Subjects', 0.6499999761581421]]","nine years and 15,000 deaths after going in to afghanistan, the last soviet troops were finally coming home. the withdrawal completed in good order, but the army defeated in the task it had been sent to perform. malcolm was murdered. that has a terrible effect on the morale of the people. i'm terrified of the repercussions in the streets. one wonders who is next. as the airlift got underway, there was no let-up in the eruption itself."
1000,23,"[194, 195, 196, 197, 198, 199, 200, 201]","['00:14:57,720', '00:15:31,470']",[],"lava streams from a vent low in the crater flow down to the sea on the east of the island, away from the town for the time being, but it could start flowing again at any time. the russians heralded their new generation space station with a spectacular night launch. they've called it mir, the russian for peace. you're watching the briefing. our headlines: survivors of the florida school shooting have arrived in the state capital to push for gun control."
1000,24,"[202, 203, 204, 205, 206, 207, 208]","['00:15:31,470', '00:16:04,860']","[['/News/Politics', 0.6700000166893005]]","president trump says he wants to ban ‘bump-stock’ devices that turn rifles into rapid-fire weapons. washington says north korea pulled out of high level talks with the us at the last minute, stifling hopes for a thaw in relations. let's stay with that now. let's speak to the bbc’s stephen mcdonell who's in the south korean capital, seoul. we heard, we remember well the speech of mike pence just before the winter olympics started."
1000,25,"[209, 210, 211, 212, 213, 214, 215, 216]","['00:16:04,860', '00:16:33,850']",[],"in some ways, it is not surprising to hear that north korea was not happy with what he had to say and will out of talk. -- pulled out of talks. what he had to say and will out of talk. -- pulled out of talks. this story of mike pence and the sister of kimjong-un, kim yo-jong. it gets more fascinating, there were secret effo rts more fascinating, there were secret efforts behind the scenes for them to meet and the north koreans pulled out at the last minute."
1000,26,"[217, 218, 219, 220, 221, 222, 223]","['00:16:33,850', '00:17:03,539']",[],"i think washington has released details because it is trying to counter the criticism that mike pence came here and didn't reach out to the north koreans, that this was a wasted opportunity and he could have spoken to them. if the white house version of events is correct, it means he was sitting there in the main stadium at the opening ceremony in front of the north korean leader's sister, within handshakes distance and didn't even say something like see you tomorrow."
1000,27,"[224, 225, 226, 227, 228, 229]","['00:17:03,539', '00:17:29,769']",[],"at that point he still thought the meeting was on. it turns out the next day they were going to meet at the blue house, a delegation from the north korean side and the us side, but at the dying moments, within hours before the meeting was supposed to take place, the north koreans pulled out. this is on the same day that the invitation came from kim jong-un via his sisterfor invitation came from kim jong-un via his sister for south korea's president to visit the north."
1000,28,"[230, 231, 232, 233, 234, 235, 236]","['00:17:29,769', '00:18:02,211']","[['/Games/Board Games', 0.550000011920929]]","there area president to visit the north. there are a lot of chess pieces being moved around the board at this stage. they are both reaching for the propaganda high ground. what this does show, i guess, that the attempt by south korea's president to pull both sides together, fabled. he apparently is the one who has been the intermediary, suggesting to mike pence that he meet with the north korean. he will be disappointed that that meeting didn't take place."
1000,29,"[237, 238, 239, 240, 241, 242, 243, 244, 245]","['00:18:02,211', '00:18:39,888']","[['/Arts & Entertainment', 0.5699999928474426]]","i am sure there will be frustrating that that didn't ta ke will be frustrating that that didn't take place. very delicate. we will keep you up-to-date as we hear more. slovakia angered the eu when it joined poland, hungary and the czech republic in refusing to accept migrant quotas. these countries became known as the eu's trouble makers, but slovakia actually favours closer eu integration. in the last of her series from the east of the eu, jenny hill reports from slovakia."
1000,30,"[246, 247, 248, 249, 250, 251, 252, 253]","['00:18:39,888', '00:19:27,038']",[],"this country is going places. slovakia's and eu success story, foreign investment, a soaring economy, the euros are pouring in. no wonder perhaps, when brussels speaks, rattus lover is all he is. now is a big version of what has happened with angela merkel, together with emmanuel macron, put on the table this reform. the communists are long gone, but it's socialist past still casts a shadow. translation: some things we did back then and it would be good if they continued. -- were good."
1000,31,"[254, 255, 256, 257, 258, 259]","['00:19:27,038', '00:19:56,950']","[['/Health', 0.800000011920929], ['/Jobs & Education/Education', 0.5600000023841858]]","education and the health system work, but we started to change everything to the western way. in this region, slovakia often stands alone, a flag bearerfor slovakia often stands alone, a flag bearer for brussels and that this was several reasons but perhaps the most striking is this. unlike its neighbours, poland, hungary, slovakia doesn't have a strong nationalist voice. rarely do slovaks feel that their country's interest and those of the eu's are at odds."
1000,32,"[260, 261, 262, 263, 264, 265, 266, 267]","['00:19:56,950', '00:20:28,428']","[['/Law & Government/Government', 0.5299999713897705]]","u nless and those of the eu's are at odds. unless you are talking about migrant quotas. robert fico and his allies oppose them. translation: this union of prime ministers, he says, doesn't wa nt of prime ministers, he says, doesn't want was in communities created in their countries. but unlike poland, hungary and the czech republic, that is where the anti-eu rhetoric stops. in their logic, they are bringing slovakia to the heart of europe as it means economic"
1000,33,"[268, 269, 270, 271, 272, 273, 274, 275, 276]","['00:20:28,429', '00:21:01,308']",[],"benefits for the country and these are important for providing jobs, but also protecting people. unfortunately sometimes protecting means protecting migrants orforeigners. protecting means protecting migrants or foreigners. and forging a different future. new customers, it new investors. -- new investors. in the south, old injury -- industry left behind, car manufacturers, among them, france and germany pay slovakia's bills now."
1000,34,"[277, 278, 279, 280, 281, 282, 283, 284]","['00:21:01,308', '00:21:31,778']","[['/Reference/Language Resources', 0.7799999713897705]]","translation: living standards are not the same as those in other member states. in germany they earned four more times as we do. if we are talking about the european union, it should equal. life in the eu was supposed to look like this. handouts for slovakia's roma, the wealth doesn't flow this far. translation: if anyone told me ten yea rs far. translation: if anyone told me ten years ago that something like existed here in the 21st century, i wouldn't have believed them."
1000,35,"[285, 286, 287, 288, 289, 290, 291, 292, 293]","['00:21:31,778', '00:22:04,720']",[],"people don't have drinking water, hot water or even running water. but here, on the margins of the eu, a country dreams of getting to its heart. jenny l, bbc news, practice lover. -- bratislava. here's our briefing on some of the key events happening later. we begin in paris where french interior minister gerard collomb unveils a controversial new bill on migrants and asylum seekers. it's believed he will push the uk to accept more refugees and unaccompanied minors."
1000,36,"[294, 295, 296, 297, 298, 299, 300]","['00:22:04,720', '00:22:41,000']",[],"later in florida, students from marjory stoneman douglas will march in the state capital of tallahassee in the first organised protest of their #neveragain movement. 17 people were left dead in a shooting at the school last week. and in london, the world's top musical talent celebrate the 2018 brit awards. dua lipa leads the pack with five nominations. let's get the latest on the winter olympics in pyongchang. italy's sofia goggia won italy's first gold with a win in the women's downhill."
1000,37,"[301, 302, 303, 304, 305, 306]","['00:22:41,000', '00:23:10,250']","[['/Sports/Winter Sports/Ice Skating', 0.5799999833106995]]","norway's ragnhild mowinckel took silver and the american - lindsey vonn - a former champion, was pushed into 3rd place for bronze. in the ladies figure skating, russia's15-year-old alina zagitova is the favourite. the european champion faces strong competition in the short programme from her team mate evgenia medvedeva and canada's gabrielle daleman. in curling, the final rounds for a place in the semi finals are underway."
1000,38,"[307, 308, 309, 310, 311, 312, 313, 314]","['00:23:10,250', '00:23:48,789']","[['/Sports/International Sports Competitions', 0.6499999761581421]]","team gb women outplayed the reigning world and olympic champions canada, but their victory was only assured in the very final game. the hosts korea are already through. the men from team gb face the usa. the queen has attended london fashion week for the first time in her 66 year reign. she sat in the front row of a show by an up-and-coming designer richard quinn, next to the woman often hailed as the queen of fashion, vogue magazine's anna wintour. virginia langeberg reports."
1000,39,"[315, 316, 317, 318, 319, 320, 321, 322]","['00:23:48,789', '00:24:21,480']","[['/Law & Government/Government', 0.6600000262260437]]","it was the queen's first visit to london fashion week and, of course, her majesty made a show-stopping entrance, bringing the audience to their feet. after a few introductory words with the vip guests, it was time to settle in. those beside the monarch were conscious to follow royal protocol before taking their seats. then it was showtime. big and bold designs lit up the runway. no crowds on this catwalk, but at least some helmets to help hide any potential nerves."
1000,40,"[323, 324, 325, 326, 327, 328, 329, 330]","['00:24:21,480', '00:24:54,390']","[['/Beauty & Fitness/Fashion & Style', 0.9100000262260437], ['/Arts & Entertainment', 0.5299999713897705]]","never before has london fashion week's famous power front row seen fashion royalty sit alongside the queen herself. her majesty, wearing a light blue tweed dress and jacket, next to vogue's editor-in-chief, dame anna wintour. the pair sharing a laugh and keeping a close, discerning eye on the show. ms wintour opted to keep her sunglasses on, but the queen's delight was captured in several snaps and quickly beamed around the world, causing the internet to heat up like never before."
1000,41,"[331, 332, 333, 334, 335, 336, 337]","['00:24:54,390', '00:25:21,440']","[['/Arts & Entertainment', 0.5400000214576721]]","it was the last day of fashion week and they were watching the work of emerging designer richard quinn. he received the very first queen elizabeth ii award for british design. even he didn't believe the guest list when he saw it. it was really surreal. before the show, you saw the names on this blue cushion, and you're like, ""oh, it's not a prank, it's actually real!"" the queen's style was given a nod by the chief executive"
1000,42,"[338, 339, 340, 341, 342, 343, 344, 345]","['00:25:21,440', '00:25:55,349']","[['/Beauty & Fitness/Fashion & Style', 0.8299999833106995]]","of the british fashion council, who described the 91-year-old monarch as a fashion icon. speaking after the runway show, the queen said her award for emerging designers will be her legacy to british fashion. virginia langeberg, bbc news. we asked you, what would you try to do to encourage young talent? we have got stephen lang caster, he said given a big say. i would encourage them, not put them down. a man in india says good moments like these do happen."
1000,43,"[346, 347, 348, 349, 350, 351, 352, 353]","['00:25:55,349', '00:26:24,349']","[['/Beauty & Fitness', 0.5400000214576721]]","the queen represents tradition and standard, fashion is a trending lifestyle. i will see you in a moment. thanks forjoining me. time we updated you on the weather prospects for the whole of the british isles over the next few days or so. fairly slow change, i would've thought, over the next few days, simply because we are developing an area of high pressure, which has rather strangled the life out of the old weather"
1000,44,"[354, 355, 356, 357, 358, 359]","['00:26:24,349', '00:26:48,740']",[],"front, which provided quite a veil of cloud sometimes through eastern parts of the british isles through tuesday, but with the development of the high pressure close by to the british isles, that, as i say, has the effect of killing off that front. a veil of cloud, not much more than that. maybe the odd drib and drab of rain, but essentially, it's a dry pattern, and, increasingly, we'll be talking about high pressure linked to the one over scandinavia as we go through the"
1000,45,"[360, 361, 362, 363, 364, 365, 366, 367, 368]","['00:26:48,740', '00:27:09,110']",[],"weekend and indeed into next week. the veil of cloud doing its stuff to keep temperatures above freezing across england and wales for the most part. scotland and northern ireland, a different kettle of fish, someone's going to get to â€œ11 or -5. so here we are on the new day. a little bit of mist and fog around, particularly in scotland and northern ireland, but that will soon pop away. essentially, it's a dry day."
1000,46,"[369, 370, 371, 372, 373, 374, 375, 376]","['00:27:09,109', '00:27:32,489']",[],"maybe the odd spot of rain passing by, maybe a shower coming in on the north-easterly breeze towards kent and essex. those temperatures, not too bad when you compare them to what's to come, and i'll show you those in just a second. here is thursday. just the first signs of us wanting to pick up something a little bit sort of continental in origin. certainly, that wind coming in from a pretty cool continent at the moment, and you'll feel"
1000,47,"[377, 378, 379, 380, 381, 382]","['00:27:32,490', '00:27:56,200']",[],"the like of that in norwich, for example, 4 degrees only, and generally across the british isles, despite the fact there's a lot of sunshine around, variable amounts of cloud, temperatures just beginning to tick away from where we were at the start of the week. so as we move towards the tail end of the week, things beginning to settle down. notice temperatures around the 5, 6, 7-degree mark or so. the forecast in edinburgh rather caught my eye."
1000,48,"[383, 384, 385, 386, 387, 388, 389]","['00:27:56,200', '00:28:21,509']","[['/Sports/Team Sports', 0.5699999928474426]]","that's the second big fixture of saturday when we get round to the next round of the six nations rugby. i don't think the weather will get in the way in dublin or, indeed, in edinburgh. as i say, once we get towards the weekend, our high pressure begins to become amalgamated with a big area of high pressure over scandinavia. now, that's really quite important, because, if you follow the isobars around the eastern"
