video_id,index,no_list,time,categories,part
1009,10,"[69, 70, 71, 72, 73, 74]","['00:07:18,740', '00:07:48,840']","[['/Arts & Entertainment', 0.5]]","[the] Beacon town behind me was not only the perfect vantage Point [four] guards on this frontier to watch for the enemy coming from the north [it] was a signaling station So when the animal was cited this beacon would have been ignited This is how it worked as soon as a guard spotted nomadic warriors He transmitted smoke signals by Daylight, or Beacon fires at night The alarm was communicated along the wall to [Garrison's] located in the Hinterland"
1009,11,"[75, 76, 77, 78, 79, 80, 81, 82]","['00:07:50,939', '00:08:39,769']","[['/Reference', 0.6100000143051147]]",How long is the ham war only recently have [Chinese] experts started to find? Join the local archaeological survey ting taking part in a national survey to locate dynasty A team is heading out into the [gobi] desert. They need a whole summer just to measure this section At noon the temperature can decline to the 40 degrees celsius? Today the team is exploring a fortification that lies in the hinterland of the [hardwar] This could have been a Garrison for support Troops
1009,12,"[83, 84, 85, 86, 87, 88, 89]","['00:08:42,330', '00:09:14,480']",[],"Today the remains are hardly visible Right here, and [that's] all you guys hear this tower has a name it's called half Tower obviously because half the tower is missing the team here today to locate the Fortifications with GPS and wondering how they're going to measure the height because it's so Crumbly, [Alaska] needs a [Ma] Their dog are high challenge you [were] you another Paula [only] all [touchy] you are so that? You can get that [other] [players] are"
1009,13,"[90, 91, 92, 93, 94, 95, 96, 97, 98]","['00:09:14,610', '00:09:53,359']",[],Only used for year [and] [will] not cold weather are So they don't have to have to climb up the tower to measure it. They have a device here [right] here Hey the laser rangefinder Connects the data It will be a Few years before the results of the survey are summarized and a figure can be given for the length of the harm war The challenge opens a lot of your body are [organized] [or] so from here to the Jade gates is about 45 50 kilometers And there are three sections of war that are quite visible
1009,14,"[99, 100, 101, 102, 103, 104, 105, 106, 107]","['00:09:53,909', '00:10:37,509']","[['/Reference', 0.7799999713897705], ['/People & Society', 0.6200000047683716]]","And in between there's virtually nothing although the archaeologists may find traces Mr.. Young is very little reluctant to give a guesstimate of how many kilometers of hand wall standing [GPS], team Leader, Mr. [jung] has given William directions to a place in the desert where the wall has a unique shape it's a 16 kilometres hike so william is buying provisions for The trip but don't [want] market well Roll Mate would be very good chance in the desert [yeah]"
1009,15,"[108, 109, 110, 111, 112, 113, 114, 115, 116]","['00:10:44,080', '00:11:29,949']",[],"A lot of what he sees doesn't seem too useful for a desert trick, but he finally finds what he needs successful shopping trip for 199 also put supply of High-energy foods directors Next morning, and find the clock [Lindsay] sets off for the hike also select It's 14.4 K so it's about 99 miles or more he's not walking alone in the desert it would be too dangerous With him is his Chinese friend El cajon [sun] coming [up] that their GPS says they will reach the unique strip of wall in five hours"
1009,16,"[117, 118, 119, 120, 121, 122, 123, 124, 125]","['00:11:43,470', '00:13:03,149']",[],"[yeah] It's cool. No, but the Sparse vegetation is [tinder-dry] there hasn't been any rainfall here for months [then] walking in the featureless landscape can see a solitary tree over in 87 [I] just had a big [mouth] for the whole country Basically my journey along the wall from the desert to the sea Was like that 1700 miles not the ideal [Map] for [Hiking] across desert Grassland It's nearly noon and the sun is burning, but finally they arrived at the place. They've been looking for there it is"
1009,17,"[126, 127, 128, 129, 130, 131, 132, 133, 134, 135]","['00:13:04,720', '00:13:57,009']",[],"right that [lasted] [A] great Act brand for William it's already worth the trip even the five hours back amazing. Hey Look at that fantastic Of all the faces that the great wall of China house, this is the rarest of [them] [off] This wall is made of wood He has six layers of branches there and And in between minimal use of the gravel, so I'm really glad I've come here today well worth the 10 mile track"
1009,18,"[136, 137, 138, 139, 140, 141]","['00:14:01,610', '00:14:55,559']","[['/Reference/Humanities', 0.6899999976158142]]",Leaving the doing one region and making his way D stand on the ancient silk Road Williams aiming for a town called [John] [Glenn] The Historic site is five kilometers out of town And the best view is from the sky a giant castle guarding the [wall] built in 1539 by judging emperor of the Ming Dynasty The main Emperor's contempt for the Nomads reached protest proportions with the demand that the character [g] Standing for Barbarians should be written as small as possible
1009,19,"[142, 143, 144, 145, 146, 147]","['00:15:04,710', '00:15:44,359']","[['/Arts & Entertainment', 0.550000011920929]]","After the han Dynasty other dynasties rose and fell many of them built walls, but none of any significant length Me emperor [genius] [ended] the Dragon throne in 1521 He renewed the [hun] tradition established in ancient times Constructing a long wall of the Northern border with its westernmost point at the jog one pass [Jaguar] translates as a barrier to the Pleasant Valley and Pleasant Valley means China This gigantic fault is built in the foothills of the himalayas"
1009,20,"[148, 149, 150, 151, 152, 153]","['00:15:52,570', '00:16:32,769']","[['/Arts & Entertainment', 0.6000000238418579]]","In the courtyard the mighty walls form a kind of maze to stop invaders in their tracks And there's a wonderful legend about its construction To Avoid wastage of materials prior to construction of the fortress the architect was asked to calculate exactly how many bricks required be computed [999999] the Bricks were delivered the fortress built and at the end the chief of works Confronted the architect with a brick and said this is wasted, but the architect was too smart"
1009,21,"[154, 155, 156, 157, 158, 159, 160, 161]","['00:16:32,769', '00:17:20,869']","[['/Science/Mathematics', 0.6700000166893005]]",He said no I factored that into the equation That brick should be placed over the portal and it will bring All the guards in the fortress and all of those travelers passing under its portals good fortune 600 Years later the Leftover Brick still remains [yeah] [yeah] Next to the fort is the starting point of the wall constructed by the [way] This wall has nothing in common with the brick and stone
1009,22,"[162, 163, 164, 165, 166, 167]","['00:17:22,829', '00:18:21,899']","[['/Business & Industrial/Transportation & Logistics', 0.6899999976158142]]",[it's] made of rammed the [loads] more than 400 years old and still in good shape and [its] still wide enough to walk [yeah] On his walks along the Walls [William] [Lindsay] soon Learned. He could count on receiving warm hospitality from the farmers among the wedding Before coming to China my family and friends were very concerned in 1987 going to [China] the big Communist country on the other side of the world all the people going to be friendly
1009,23,"[168, 169, 170, 171, 172, 173, 174]","['00:18:22,269', '00:18:58,518']",[],"And I didn't have a support crew with me on [dependent] on Farmers. [I] discovered very early on the farmers were my great allies even with very little [Chinese] But a lot of sign language and smiling [I] got what I needed food water shelter without them I couldn't have been successful Asean come on I seea even if many is unkind understand why a foreigner should be so interested in the wall Then this is no monument, but simply a part of the village and one with a perfectly practical use"
1009,24,"[175, 176, 177, 178, 179]","['00:18:59,909', '00:19:29,610']",[],"I was asking my er the these holes in the wall. I thought they were nasty but in fact Previously the farms were right up against the wall, so [they're] wooden Beams going into the wall, but the great wall experts the cultural heritage protection authorities requested the Farmers to Destroy those buildings and move back in [order] in order to protect the national heritage if you want to know how many"
1009,25,"[180, 181, 182, 183, 184, 185, 186]","['00:19:29,859', '00:19:57,170']",[],Dynasty [Mason's] constructed their [wall] more than 400 years ago [what] you have to do is keep your eyes open even today Chinese Farmers build walls of the same way their ancestors did they tempt the earth in a wooden case [if] temp put layer on layer They even sing the traditional folk songs passed down from their forefathers A house is not complete without a wall around it [says] an old Chinese proverb
1009,26,"[187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197]","['00:19:59,940', '00:20:56,029']",[],"My friend Tran is building this wall to and closed his compound, so this is the final piece of work and This is embedded in Chinese Architectural tradition whether it's a compound For a village or a kingdom it must be enclosed completely safe They built up most of the men wore just like this is a [rounder] [swore] Imagine how many billion [birds] it took? [Georgia] guns on each [Unger] Tower 10 sure Busy Long-ago"
1009,27,"[198, 199, 200, 201, 202, 203, 204, 205, 206, 207]","['00:20:58,230', '00:21:37,610']","[['/Arts & Entertainment/Music & Audio/Urban & Hip-Hop', 0.7699999809265137]]","Oh, I hated [husband] the singing is an important part of the work. It keeps all the rappers And staff the beat So another [Lauren] step going along the wall [get] into a rhythm and the actual content or I've been trying to 23 here is where this guy has [a] really [heavy] [accent] [it's] a bit difficult, but that it's definitely a kind of wrap [it] changes the words and occasionally hear them chuckle So I think [he] gets a little dig in about those that are kind of falling behind in"
1009,28,"[208, 209, 210, 211, 212, 213, 214, 215, 216]","['00:21:38,369', '00:22:51,419']",[],"Distance or maybe he can tell by the [third's] if someone is answered This group of about twenty farmers mostly women took a day to erect about 27 meters of war We don't know if their ancestors could have worked better or faster But we do know they would have used the same materials and tools except [for] the tractors carrying the clay and the cell phones [by] [Dover] [Scylla], Ola [yeah] On his Journey along the Walls of China"
1009,29,"[217, 218, 219, 220, 221, 222]","['00:22:52,180', '00:24:04,329']",[],Williamses looking eastwards out of the [He-she] corridor and turning North along the great wall of the ming Dynasty into the [great] [gloop] of the [Yellow] [River] the cradle of China's civilization This has always been the Gateway for the Nomads to Enter China Here the wind and weather have done their worst the wall and its towers can still be made out on the cracks of the river The Garrison Forts with the outpost of this defensive outer warm today. They use is strictly [non-military] [yeah]
1009,30,"[223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233]","['00:24:16,160', '00:25:25,650']","[['/Arts & Entertainment', 0.5099999904632568]]",[yeah] [ok] [I] love staying in the countryside This building. It's made of thick blocks of limestone and on the roof this stuff when you come here winter [no] good method for keeping you warm see this [it's] not that it's called the Camp [Kng] And they put the fuel and here light it can do the cooking here You've got a nice warm bed for the night So I got full board and lodging Breakfast morning and dinner this evening and lunch coming up soon for less than ten dollars [ha]
1009,31,"[234, 235, 236, 237, 238, 239, 240, 241, 242]","['00:25:30,579', '00:26:35,280']",[],I should apologize for the slurping it's part and parcel of eating in China Considered sound of an appreciation The ingredients of the Lunch [William] is appreciating today also the reason the Nomads raided the land of the yellow River throughout the 16th Century [yeah] in the year 1549 the barbarians come to plunder [yeah] [yeah] [redick] cavalry to a virtual standstill at the new Border war that shoe and food The wall stands fast the Nomadic troops are unable to capture the [Chinese] ground
1009,32,"[243, 244, 245, 246, 247, 248, 249]","['00:26:36,410', '00:27:24,458']","[['/Reference/Humanities', 0.5400000214576721]]",Does this mean defeat [you]? The Barbarians do not give up the message for the Chinese They will attack beijing the capital By marching [east] the Nomads Army finds its way around the wall thus avoiding the ming emperor's Elaborate border fortifications No one had suspected the Nomads could cross the natural barrier the Mountain range North Vision Back in 1550 the Nomads did not meet with any serious opposition on their way south They terrorized beijing suburbs for three days
1009,33,"[250, 251, 252, 253, 254, 255, 256, 257, 258]","['00:27:25,069', '00:28:08,749']","[['/Finance/Investing', 0.5799999833106995]]","They demanded trading rights Leaving the Forbidden City untouched before drawing back to the steps After a short period of trading the ming emperor started building a wall of stone not of beijing between the 15 fifties and 1644 it reached a length of at least 1,200 kilometers the stone Dragon the Chinese great [wall] as the world knows it today How many people were needed to build it? official figures are rare but in some"
1009,34,"[259, 260, 261, 262, 263, 264]","['00:28:09,088', '00:28:49,009']",[],"Inaccessible sections of the wall there are still stone tablets in [grave] with texts that could give us that information Good I'm hoping this stone is going to tell me something about when this wall was built How many people were involved and mentioned some place names from here the inscription looks very faint, but we have a ladder Master Artisan Mr.. [Hull], and with his simple tools. We're going to Copy the stone and produce a rubbing which hopefully will reveal the full content of the tablet"
1009,35,"[265, 266, 267, 268, 269, 270, 271, 272]","['00:29:00,450', '00:30:02,869']",[],This ancient Chinese copying technique starts with blowing a sheet of paper onto the template simply with water This is step number one step number two Dads are translates literally as typing characters are using a brush [and] he's hammering the paper into the carvings the higher parts of the paper Will be blackened and the lower parts that have gone into the characters and any design along the Edges there will remain white
1009,36,"[273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284]","['00:30:13,740', '00:30:59,369']",[],After three hours of sponging and drying Mr.. [cole] presents his peace of God It looks like a blueprint for an old archive document [are] [all] [I] am Monica and helps william translate the ancient Chinese characters? Which today have the anybody can read? our diggity dog [brought]. [I] want to draw add up [hard] just have bad [won't] [buy] [a] book That was younger all [filled] up [yunyun] [get] this stone is telling us that [to] military officials in charge of 1100 Families
1009,37,"[285, 286, 287, 288, 289, 290, 291]","['00:30:59,369', '00:31:42,680']",[],"put in the effort to build 250 yards of war in the autumn of 1579 so in terms of very simple arithmetic productivity, we're talking about four persons per family 4,500 people working for eight to ten weeks in the autumn of 1579 to build that [we're] [a] stamped Earth Walls were built by untrained surface or presents this project required special knowledge hundreds of Master Builders and skilled engineers Thousands of Stone cutters and tens of thousands of Mason's were recruited to build the war"
1009,38,"[292, 293, 294, 295, 296, 297]","['00:31:44,589', '00:32:33,689']","[['/Science', 0.6200000047683716]]","And another factor, led to the costs rising exponential [Tamped] Earth Walls were built using materials available on-site The material for the new [and] to be manufactured before use The Chinese [had] devised a network of Brick kilns set up near the construction sites one of these sites was found by local farmers and inspected by professor 12 new curator of the Great war Museum in [showing] [1] so at this location they discovered around 60 brick kilns and it ranks as the"
1009,39,"[298, 299, 300, 301, 302, 303, 304, 305, 306]","['00:32:35,109', '00:33:16,720']","[['/Business & Industrial', 0.6100000143051147], ['/Arts & Entertainment', 0.5]]","best Production center of Bricks Preserved along the whole length of the great [war] and it's estimated that each kill could fire five thousand bricks now given that there are 60 kilns in this valley the production of this [Center] Alone would be equal to three hundred thousand bricks per month industrial scale production Then is now mass production is one thing, but it's a different matter to Transport the product to where it's needed logistics [yeah]"
1009,40,"[307, 308, 309, 310, 311, 312, 313]","['00:33:17,569', '00:33:52,778']",[],"now key question very interesting question is how did they move all the bricks of the One show need to add a [normally] Challenges Sham [Mk]. Coming up on why, Georgia track down John Show me again there is almost no historical record to answer this question But professor one has his theory [should] hear something people may have carried a few bricks on their backs like this And also it's been suggested a herd of goats could have carried a lot of bricks up there quite effectively"
1009,41,"[314, 315, 316, 317, 318, 319, 320, 321]","['00:33:53,628', '00:34:42,048']",[],"War two bricks on the back of the goat and the bricks are joined together With rope so the goat is quite balanced as it's moving up the mountain [yeah] Even without brakes on your back. It's a hard slog up to the wall, but it's worth it Hardly any tourists make it to this isolated section [yeah] Every time I come up here on this trials a spare for the builders Had to heave [porsche] all of this building material of hell these blocks all of this trick"
1009,42,"[322, 323, 324, 325, 326]","['00:34:48,929', '00:35:13,880']","[['/Arts & Entertainment', 0.6299999952316284]]",Sometimes Bizarre route taken by this war has led many experts to believe that more than just defensive Considerations were in play here and for generations. [the] Chinese have followed the practice of fun [Schwee] the teachings of the wind and water function where experts were probably Concepted and debate before the building of the wall to make sure that the forces of nature would work in its favor
1009,43,"[327, 328, 329, 330, 331, 332, 333, 334]","['00:35:19,590', '00:36:19,789']",[],"Spending his days alone on the wall, [Nz] imagines. How the soldiers must have suffered here cut off from the world enduring wins and foul weather Squeezed into bear and cramped quarters for months on [N] [yeah] Finally this war is a monument to the closed world view of the empire [is] circumscribed their universe and excluded everything that was for? Often scratching around in this rubble, you can find bits of pottery sure what this stone asst Students [pointing] system [may] [be] a broken it"
1009,44,"[335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349]","['00:36:22,579', '00:37:31,230']","[['/Arts & Entertainment', 0.5099999904632568]]","[ok] [yeah] [ok] might be that is A stone bomb That would have been packed with gunpowder A mud seal [refuse] And the towns like this was all just packed with these maybe fifty or hundred to be dropped off the wall when the tower was attacked That's a really good find [yeah], 320 kilometers further east we find another example of living history should trigger some holy lady [Eagle] [hollister] like the bottle and [ordered] [a] yellow for"
1009,45,"[350, 351, 352, 353, 354, 355, 356]","['00:37:32,679', '00:38:18,919']",[],"This is John hirsh on his ancestors built a wall here four [hundred] [and] [forty] years ago and close by Towers have other family names like the chant our the wang towel the law tower, so we're here We have the family history of the great [wall] still living on 440 Years after it was built Even today they still worship their ancestors by celebrating ancient festivals [man], the Pig was closed yesterday should be quite nice fresh [for]"
1009,46,"[357, 358, 359, 360, 361, 362, 363]","['00:38:21,570', '00:39:34,579']",[],"It would have been a rare moment of relaxation and abundance in a hard life As the oldest member of his family Mr.. General makes the sacrifice to his ancestors and burns incense sticks [yeah], [ok] [any] the living generations of the junk family bowed to the dead and to their own great mystery? The Village families had to look after and feed the soldiers in the tablets There take away food service survives to this day Janish and Farmer down in transient Village prepared some delicacies for me"
1009,47,"[364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377]","['00:39:35,699', '00:40:32,690']","[['/Food & Drink', 0.5099999904632568]]",Munch on up here after my hike And it's amazing to think that 400 years ago Guards [Garrison] up on the wall will be sent these [lobbying] by their families so look It's a kind of pasty caps Fresh in one of these large Oak leaves [you] can see the leaf prints on the pastry [ever] taste Hmm follow tribes Kind of try and try this hamburger. Maybe the original Chinese takeaway for those up on the wall [yeah] by
1009,48,"[378, 379, 380, 381, 382, 383]","['00:40:32,690', '00:41:09,538']",[],"1644 just short of a hundred Years of construction the most impressive defensive wall ever made by man was finished however, it was not one single [great] [wall] it comprised a system of several Defense lines from the Mountains to the sea In 2009 after a national survey of the ming wall Chinese officials announced that the total length is 8850 Kilometers This is the end Chug one meaning Mountain see parts"
1009,49,"[384, 385, 386, 387, 388, 389]","['00:41:14,909', '00:41:51,858']","[['/Online Communities/Virtual Worlds', 0.6600000262260437], ['/Arts & Entertainment', 0.6200000047683716], ['/Games/Roleplaying Games', 0.5299999713897705], ['/Games/Online Games/Massively Multiplayer Games', 0.5199999809265137]]",the Chinese like in the [main] great [walls] [were] [dragons] sneaking across their land and here it comes to a Geographical and that's all dragons had [of] the [Loc] Not far from this location in 1644 the commander of Shanghai [guan] faced his biggest challenge An event which [led] to the end of the great wall functioning as a national defense Professor one is taking William to the gates and walls in the outskirts of shang one This is the place where the great [wall] story came to an end
1009,50,"[390, 391, 392, 393, 394, 395, 396, 397]","['00:41:54,329', '00:42:28,860']","[['/Reference/Humanities/History', 0.550000011920929]]",The construction of the great wall led to the financial and strategic collapse of the Ming Dynasty Revolts broke out everywhere in the Empire An Army of Rebel peasants marched on beijing where they toppled the emperor? Then on to Shanghai [Guan] the last stronghold of the ming Empire But a mighty army had risen from the steps heading for the middle Kingdom the Manchus Caught in between some [Wii]. He was the general in command of the fortress of [suge] one Now he was under siege
1009,51,"[398, 399, 400, 401, 402, 403]","['00:42:30,929', '00:43:06,528']",[],"What would he do this was a powerful Garrison that wasn't strong enough to fight off attackers on [two] friends [yeah] [lightyear] not having to do about [that] [beef] when professor want to know about tells [when] [you're] [missing] the solution he found [on] gravity for the old one so trapped between Two enemies commander was angry. [I] knew he couldn't defeat them both, so we came up with a plan to offer a alliance Treaty with the Manchus in the North and the two armies joined and"
1009,52,"[404, 405, 406, 407, 408, 409, 410, 411]","['00:43:07,259', '00:43:49,099']","[['/Reference/Humanities/History', 0.9200000166893005]]","Confronted the [peasant] rebel army and they defeated them the wall is only as strong as the men who guard it Genghis Khan is supposed to have said his successes from the steps the Manchus would have agreed with 80,000 Manchu soldiers pass through this gate and answered the Heartland of China the Manchus founded a new Dynasty which in effect ruled over the Middle Kingdom until Nineteen Twelve They call themselves [ching] meaning the pure And the great wall is of no use anymore"
1009,53,"[412, 413, 414, 415, 416, 417, 418]","['00:43:50,760', '00:44:27,380']",[],But its story did not come to an end Even today nobody knows how long all the great walls of China really are There are still many more walls and stories to be discovered And [William] [Lindsay] will not stop walking the great wall until he knows them I don't think in future and so many people will be organized in such a methodical way To create something that was not just history that not just fell apart [but] is left as part of the geography of China and the world
