video_id,index,no_list,time,categories,part
1008,18,"[144, 145, 146, 147, 148, 149, 150, 151]","['00:10:25,309', '00:10:59,720']",[],"JEFFREY GRAHAM: For every pound of growth for a salmon it takes about five pounds of fish that are caught and ground up and turned into pellets or some kind of feeding mechanism to give to these fish. So five to one, that's a very stiff ratio. What you're essentially doing doing then is you're -- and part of the two-way street argument that's given about acqueculture is well, take pressure off the natural populations. However, if you have to catch five pounds of fish from the natural environment"
1008,19,"[152, 153, 154, 155, 156, 157, 158]","['00:10:59,720', '00:11:34,610']",[],"to rear one pound of salmon, for high-end table consumption the arithmetic doesn't work out in terms of the long-term benefits to the ocean. KENT: There's a lot of experimentation going on and we do it here on our species that's looking to replace that fish meal in the diet with soy protein or other processing byproducts like beef or chicken byproducts. Basically waste in processing that can be turned around and used as a protein supplement to replace the fish meal."
1008,20,"[159, 160, 161, 162, 163, 164, 165]","['00:11:34,610', '00:12:05,889']","[['/Business & Industrial/Agriculture & Forestry/Livestock', 0.7200000286102295], ['/Food & Drink/Food/Meat & Seafood', 0.5299999713897705]]","FARYON: According to the National Renderers Association cow and chicken by products, including cattle blood and bone, and poultry feathers, have been fed to farmed fish for decades. The association told KPBS cattle fat, blood and bone meal are being increasingly used in fish diets as an alternatives to fish oil and other proteins. So by now you might be asking what we asked when we learned fish were eating cattle by-products: Can fish get mad cow disease?"
1008,21,"[166, 167, 168, 169, 170, 171, 172, 173]","['00:12:05,889', '00:12:44,559']","[['/Business & Industrial/Agriculture & Forestry/Livestock', 0.75]]","Mad cow, or bovine spongiform encephalopathy or BSE, is a neurodegenarative disease in cattle that can be passed onto humans. Eurpean countries have banned cattle by products in fish feed because if fish eat contaminated cattle and cattle eat contaminated fish, the disease in theory, can be transmitted to the food chain. Here in the U.S. the Food and Drug Administration banned the use of most cow by-products as feed to other cows in 1997. But the same rules do not apply to fish feed."
1008,22,"[174, 175, 176, 177, 178, 179, 180]","['00:12:44,559', '00:13:18,510']","[['/Business & Industrial', 0.5099999904632568]]","However, a new regulation does ban the use of cattle brains and spines in fish feed; both contain the highest concentrations of infected material in diseased cattle. There has never been a case of humans contracting mad cow by eating farmed fish. Meanwhile, there continues to be an ongoing debate over the omega-3 content of farmed versus wild fish. Omega-3s are the healthy fats that can help prevent heart disease and Alzheimer's. One large grocery chain claims on its Web site,"
1008,23,"[181, 182, 183, 184, 185, 186, 187]","['00:13:18,509', '00:13:50,669']","[['/Food & Drink/Food/Meat & Seafood', 0.9900000095367432]]","farmed salmon actually has more omega-3 than wild salmon. KPBS put their claim to the test and sent fish samples, wild and farmed, to a lab in Oregon. The tests results confirmed that farmed salmon did have nearly twice the amount of healthy omega-3s as wild salmon but you had to eat nearly four times the amount of fat to get those nutrients. Americans eat more chicken than any other meat, about 74 pounds per person each year, and most of it is white meat."
1008,24,"[188, 189, 190, 191, 192, 193, 194]","['00:13:50,669', '00:14:27,110']","[['/Business & Industrial/Hospitality Industry/Food Service', 0.6499999761581421], ['/Food & Drink/Food & Grocery Retailers', 0.6399999856948853]]","Consumers like white meat and so the industry has found a way to give us what we want. CURTIS WOMACH: These are my fast-growing Cornish cross and they're what's in the supermarkets, all the restaurants sell this kind of chicken. FARYON: Most of the chickens we buy in a grocery store are called broilers -- a cross between two other chickens, a Cornish and Plymouth Rock. WOMACH: They're bred to grow really fast and have lots of white meat, see how wide it is, see the big breast?"
1008,25,"[195, 196, 197, 198, 199, 200, 201]","['00:14:27,110', '00:14:56,730']","[['/Business & Industrial/Agriculture & Forestry/Livestock', 0.6399999856948853], ['/Food & Drink/Food/Meat & Seafood', 0.5199999809265137]]",FARYON: But none of these chickens will end up in a grocery store. Curtis Womach raises these chickens on a farm just outside Julian. Most chickens in a grocery store are raised on a factory floor. Womach sells his chickens at a farmers market. He's decided he will no longer raise this type of chicken. WOMACH: Tthey can't physically mate because of the white meat gets in the way. They're still chickens and they want to be like chickens but they can't move;
1008,26,"[202, 203, 204, 205, 206, 207, 208, 209]","['00:14:56,730', '00:15:28,240']","[['/Food & Drink/Food', 0.5099999904632568]]","they would like to go under the trees in the shade but it's too hard for them to walk over there. FARYON: The breasts are so big these chickens can barely walk. Look at these, a different breed and able to run away from our camera. Chickens are raised mostly on corn. Fish meal can be added to their feed -- even chicken feathers. Antibiotics are used, but it's illegal to use hormones in chickens in the U.S. So when you see labels like this, ""no hormones added,"" well,"
1008,27,"[210, 211, 212, 213, 214, 215, 216, 217, 218, 219]","['00:15:28,240', '00:16:05,089']","[['/Food & Drink/Food', 0.6499999761581421], ['/Business & Industrial/Agriculture & Forestry', 0.5199999809265137]]","it's illegal to add hormones to all chicken. In fact, it's against USDA regulations to say no hormones have been added unless this line follows. See that line in small print? And ""natural""? Well, just about all the food you buy is natural unless something artificial has been injected. And ""fresh never been frozen""? The legal definition according to the USDA of fresh chicken means the internal temperature of the chicken has never been below 26 degrees farenheit. ""Free range""?"
1008,28,"[220, 221, 222, 223, 224, 225, 226, 227]","['00:16:05,090', '00:16:39,750']","[['/Food & Drink/Food/Meat & Seafood', 0.8100000023841858]]","It doesn't mean your chicken was raised like this. It means the chicken had access to the outdoors. But land to roam, time to grow, and feed like this -- organic fruit -- comes with a price. Womach's chickens cost about 20 dollars each compared to seven or eight dollars for a grocery store chicken. WOMACH: I think a lot of chicken is wasted. If you're paying 60 cents a pound what does it matter if you're not making stock from the bones but I think there is an American culture where it's"
1008,29,"[228, 229, 230, 231, 232, 233, 234, 235]","['00:16:39,750', '00:17:17,710']","[['/Food & Drink', 0.6600000262260437]]","like we deserve all the meat we want everyday. FARYON: Americans drink more orange juice than any other fruit juice. As KPBS reporter Amita Sharma tells us, orange groves are part of our history for the past 100 years. AMITA SHARMA: San Diego County groves produce 95,000 tons of oranges each year. Local growers are sending these oranges to India, China, Japan. All countries willing to pay premium rates for San Diego oranges viewed as some of the tastiest in the world."
1008,30,"[236, 237, 238, 239, 240, 241]","['00:17:17,710', '00:17:44,419']","[['/Food & Drink/Food', 0.6399999856948853]]","JOHN DEMSHKY: The color and taste of San Diego fruit is quite popular overseas so most of our San Diego fruit we actually send to a foreign country. SHARMA: Since we export most of our oranges, thousands of miles away as far as Japan, where do the oranges we eat come from? It turns out, depending on the season, the fruit we consume here is shipped from thousands of miles away from countries like Australia, South Africa and Peru."
1008,31,"[242, 243, 244, 245, 246, 247, 248, 249]","['00:17:44,420', '00:18:13,059']","[['/Food & Drink/Food', 0.8799999952316284]]","It is we, the consumer, who've determined that our oranges trot the globe. American shoppers like their oranges to be seedless and easy to peel. But San Diego oranges have seeds and their thinner skin is tougher to remove. We also like our oranges to be orange. DEMSHKY: Consumers buy with their eyes. You can't buy an orange that's unpeeled. But ultimately, that bright orange color is really a factor of the climate and temperatures they were grown in."
1008,32,"[250, 251, 252, 253, 254, 255, 256, 257]","['00:18:13,059', '00:18:44,710']","[['/Food & Drink/Food', 0.8799999952316284]]","But clearly your San Diego fruit might have had a little green on the top of it. It's something ""regreening"" in the industry. That's really just a cosmetic issue. It's not an indication of the flavor of the orange at all. SHARMA: In fact, says 79-year-old Ben Hillebrecht: HILLEBRECHT: They're sweet, juicy and just an excellent orange. SHARMA: Hillebrecht's family has grown oranges for generations in Escondido. HILLEBRECHT: All my life I've been right here."
1008,33,"[258, 259, 260, 261, 262, 263, 264]","['00:18:44,710', '00:19:13,759']",[],"If I live until December, I'll be 80 years old. SHARMA: Hillebrecht would prefer to sell his fruit to San Diegans. HILLEBRECHT: But you can't make people eat them just because they're grown here. You buy them much cheaper from some place else. Food in America is cheap. You only spend 10 cents out of your dollar or 11 cents as an average American. SHARMA: But escalating water prices are making it difficult for orange farmers like Hillibrecht"
1008,34,"[265, 266, 267, 268, 269, 270, 271]","['00:19:13,759', '00:19:40,509']",[],"to keep on growing especially with oranges coming from Australia or Brazil. In fact, the Hillebrechts are turning off the tap on some of their orange trees because keeping them alive is no longer profitable. ERIC LARSON: Here in San Diego County, it's tough for farmers to compete. The land is expensive, labor is expensive, and water is very expensive because we import the water from a great distance so it makes a very, very difficult to compete."
1008,35,"[272, 273, 274, 275, 276, 277, 278, 279, 280]","['00:19:40,509', '00:20:19,710']","[['/Food & Drink/Food', 0.6700000166893005], ['/Business & Industrial/Agriculture & Forestry', 0.6100000143051147]]","SHARMA: The Hillebrecht family has diversified what it grows and its fallback crop is San Diego top food crop. Last year the county produced 59,000 tons of this fruit. Forty percent of the avocados sold in the United States come from San Diego County groves like this one in Escondido. When avocados aren't in season here, chances are the ones you're buying in the store came from Mexico or Chile. MIKE HILLEBRECHT: In some ways that's beneficial because the consumer can buy avocadoes year around."
1008,36,"[281, 282, 283, 284, 285, 286, 287]","['00:20:19,710', '00:20:49,440']","[['/Business & Industrial', 0.6000000238418579]]","SHARMA: But Ben's son Mike Hillebrecht says there are downsides to importing avocadoes for San Diego growers, again because of labor costs. Local growers pay workers $8 an hour. In Mexico, workers earn $4 dollars a day. LARSON: Consumers really have a lot of control, it's just they just don't tend to exercise it. If the consumer truly wants to buy local fruits and vegetables -- number one farmer's markets -- you can't sell at a farmer's market unless you're a California grower"
1008,37,"[288, 289, 290, 291, 292, 293]","['00:20:49,440', '00:21:17,519']",[],"or a San Diego County grower so right there, you know instantly, you're buying locally. If a farmer ships out of the area, it goes through an additional packing house, they're only going to get 19 cents of the food dollar. If it stays local and takes some of those middlemen out of the equation, they might be able to get a better price for the product they sell. FARYON: Tomatoes are the number one favorite fruit among Americans."
1008,38,"[294, 295, 296, 297, 298, 299, 300]","['00:21:17,519', '00:21:45,349']","[['/Business & Industrial/Agriculture & Forestry', 0.9300000071525574], ['/Food & Drink/Food', 0.5099999904632568]]","As Reporter Ed Joyce tells us, San Diego County grow the nation's largest vine-ripened crop. ED JOYCE: San Diego County is home to the largest community of organic tomato growers in the state and nation, with 343 farms growing more than 150 crops. We wanted to find out what the difference was between organic and conventionally grown tomatoes. And whether the way they were grown affected taste. While tomatoes might be American's favorite, they're also the fruit we're least satisfied"
1008,39,"[301, 302, 303, 304, 305, 306, 307, 308]","['00:21:45,349', '00:22:12,519']","[['/Food & Drink/Food & Grocery Retailers', 0.6899999976158142], ['/Business & Industrial/Hospitality Industry/Food Service', 0.6700000166893005]]","with when it comes to grocery store produce. So we went to the People's Organic Foods Market to talk with the coop's marketing director Amber McHale to find out why the store only buys and sells organic tomatoes. As a disclaimer, I'm a member of the coop. AMBER MCHALE: Some crops have been proven, organically, to have a higher yield, of certain vitamins, not all, that's a study that's still ongoing. But again, for me and for most of these shoppers it's not the extra-added nutrition,"
1008,40,"[309, 310, 311, 312, 313, 314]","['00:22:12,519', '00:22:35,129']","[['/Science', 0.5600000023841858]]","although again, when you have healthier soil, you're going to have a healthier product. It's the lack of what's not in there,Â those synthetic toxic pesticides, those fertilizers. JOYCE: Organic growers say residue from pesticides can be harmful, especially to children. The EPA recently announced it will begin a series of tests on pesticides and their affects on human endocrine systems, which regulate growth, metabolism and reproduction."
1008,41,"[315, 316, 317, 318, 319, 320, 321]","['00:22:35,130', '00:23:00,920']","[['/Business & Industrial', 0.6000000238418579]]","An environmental group in Washington D.C. ranked 43 fruits and vegetables based on the amount of pesticides, but not the toxicity of each pesticide, found on them. Â Tomatoes ranked halfway down the list with 47 percent of the tomatoes containing pesticide. Peaches were the worst offender, with 97 percent. JOYCE:Â Where do these tomatoes come from, do they come from San Diego County, do they come from California? MCHALE: Right now all our tomatoes are coming from California."
1008,42,"[322, 323, 324, 325, 326, 327, 328]","['00:23:00,920', '00:23:24,650']","[['/Business & Industrial/Agriculture & Forestry', 0.5199999809265137]]","The jumbo's, the cherry and the heirloom are coming locally from Be Wise ranch, and the roma's are coming from the central valley so it's regional, not local. JOYCE: Casey Anderson is an organic grower. He and his mother grow 13 varieties of organic heirloom tomatoes in Valley Center. It's late in the season so Anderson's crop is winding down, but buying locally-grown organic tomatoes at a farmer's market is as direct and fresh as they come."
1008,43,"[329, 330, 331, 332, 333, 334, 335]","['00:23:24,650', '00:23:51,009']","[['/Food & Drink', 0.6299999952316284]]","But do they taste better?Â ANDERSON: They all have different tastes. I mean these, the green zebra's, these are um, this is fully ripe, this is what they look like, and they are really sweet, but they taste like they got lime drizzled over the top, they're really tangy. JOYCE: When it comes to flavor, it may just be matter of taste. However, most tomatoes bought in a grocery store have been picked when they're green so they can survive long trips across the country."
1008,44,"[336, 337, 338, 339, 340, 341, 342, 343]","['00:23:51,009', '00:24:22,379']","[['/Food & Drink/Food', 0.5899999737739563]]","They're ripened artificially with ethylene gas. Temperature also play a role. Tomatoes won't ripen in temperatures below 50 degrees. Some varieties are also bred for shape, color and shelf life -- not necessarily taste. In California, most tomatoes are destined for cans. The state produces 90 percent of the country's processed tomatoes. FARYON: Americans eat more per capita then ever before. And according to government statistics, one third of us are obese."
1008,45,"[344, 345, 346, 347, 348, 349, 350, 351]","['00:24:22,380', '00:24:51,939']","[['/Food & Drink/Restaurants/Fast Food', 0.9200000166893005]]","We buy 99-cent hamburgers and chicken that costs less than a dollar a pound. Producers in the food chain tell us we want cheaper food and we want more of it. DAVIS: Obviously the consumer votes and tells you what's it's going to do. If you're raising something the consumer doesn't want and you don't sell it, you're not going to raise it again. So you will vote. FARYON: And we've voted with our money. We don't have enough time to peel our own oranges"
1008,46,"[352, 353, 354, 355, 356, 357, 358, 359]","['00:24:51,940', '00:25:23,309']","[['/Food & Drink', 0.5199999809265137]]","and we're too busy to find out what's in our food. GRAHAM: If the soccer mom's got enough time to do everything else she does and then worry about the quality or the source of the fish sticks she's feeding her kids then she could look at these Web sites and figure out how to do this. FARYON: Can we actually track our food from the dinner plate the farm field and ocean? Most of it, we can't. And what happens when that search leads us here? The video you're about to see is graphic and disturbing."
1008,47,"[360, 361, 362, 363, 364, 365]","['00:25:23,309', '00:25:52,960']","[['/Food & Drink/Food/Meat & Seafood', 0.9100000262260437]]","Last year, a California meat company issued the largest meat recall in history. 143 million pounds of beef was recalled after humane society video revealed sick cows dragged to slaughter. It's illegal to use sick animals in the meat supply because of the risk of disease. We had several questions for the USDA when we began our investigation into food. They didn't respond to most of our emails or our request for an interview."
1008,48,"[366, 367, 368, 369, 370, 371, 372, 373]","['00:25:52,960', '00:26:28,690']",[],"We did learn however, that so much of this information is available to the public on government and trade association websites, and in the scientific literature. Maybe we just stopped paying attention because the new mass-produced food chain has made life easy and the food we eat cheap. Or maybe, we just don't want to know where our food comes from. You can find out more about our food investigation by going to our Web site: KPBS.org/food. You can also leave a comment; we'd love to hear from you."
